GROUP_KEY,CATEGORY,BRAND,DISPLAY_NAME,IMAGE_COUNT,PRIMARY_IMAGE,CONFIDENCE,NEEDS_REVIEW
C01::itel::hmd-original,Smartphones,itel,hmd original,6,https://ik.imagekit.io/0iaahkrcv/itel/hmd-original%20(1).webp?updatedAt=1786520813563,HIGH,NO
C01::itel::itel-a05s-a-medium,Smartphones,itel,Itel A05s a medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A05s-a-medium%20(1).webp?updatedAt=1786520835264,HIGH,NO
C01::itel::itel-a06-a-medium,Smartphones,itel,Itel A06 a medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A06-a-medium%20(1).webp?updatedAt=1786520837881,HIGH,NO
C01::itel::itel-a100-a-medium,Smartphones,itel,Itel A100 a medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A100-a-medium%20(1).webp?updatedAt=1786520839845,HIGH,NO
C01::itel::itel-a100-pro-medium,Smartphones,itel,Itel A100 Pro medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A100-Pro-medium%20(1).webp?updatedAt=1786520839843,HIGH,NO
C01::itel::itel-a100c-a-medium,Smartphones,itel,Itel A100C a medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A100C-a-medium%20(1).webp?updatedAt=1786520839888,HIGH,NO
C01::itel::itel-a100cs-a-medium,Smartphones,itel,itel A100Cs a medium,6,https://ik.imagekit.io/0iaahkrcv/itel/itel-A100Cs-a-medium%20(1).webp?updatedAt=1786520840007,HIGH,NO
C01::itel::itel-a18-medium,Smartphones,itel,Itel A18 medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A18-medium%20(1).webp?updatedAt=1786520839918,HIGH,NO
C01::itel::itel-a18s-a-medium,Smartphones,itel,Itel A18s a medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A18s-a-medium%20(1).webp?updatedAt=1786520839809,HIGH,NO
C01::itel::itel-a200-2b-c-medium,Smartphones,itel,Itel A200 2B c medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A200_2B-c-medium%20(1).webp?updatedAt=1786520839862,HIGH,NO
C01::itel::itel-a200-a-medium,Smartphones,itel,Itel A200 a medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A200-a-medium%20(1).webp?updatedAt=1786520839986,HIGH,NO
C01::itel::itel-a50-c-medium,Smartphones,itel,Itel A50 c medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A50-c-medium%20(1).webp?updatedAt=1786520839898,HIGH,NO
C01::itel::itel-a50c-medium,Smartphones,itel,Itel A50C medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A50C-medium%20(1).webp?updatedAt=1786520840082,HIGH,NO
C01::itel::itel-a60s-a-medium,Smartphones,itel,Itel A60s a medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A60s-a-medium%20(1).webp?updatedAt=1786520840065,HIGH,NO
C01::itel::itel-a70-c-medium,Smartphones,itel,Itel A70 c medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A70-c-medium%20(1).webp?updatedAt=1786520839937,HIGH,NO
C01::itel::itel-a80-medium,Smartphones,itel,Itel A80 medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A80-medium%20(1).webp?updatedAt=1786520840101,HIGH,NO
C01::itel::itel-a90-a-medium,Smartphones,itel,Itel A90 a medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A90-a-medium%20(1).webp?updatedAt=1786520840076,HIGH,NO
C01::itel::itel-a95-medium,Smartphones,itel,Itel A95 medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-A95-medium%20(1).webp?updatedAt=1786520844334,HIGH,NO
C01::itel::itel-city-200-a-medium,Smartphones,itel,Itel City 200 a medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-City-200-a-medium%20(1).webp?updatedAt=1786520893250,HIGH,NO
C01::itel::itel-city-200s-b-medium,Smartphones,itel,Itel city 200s b medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-city-200s-b-medium%20(1).webp?updatedAt=1786520898809,HIGH,NO
C01::itel::itel-p40-c-medium,Smartphones,itel,Itel P40 c medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-P40-c-medium%20(1).webp?updatedAt=1786520898146,HIGH,NO
C01::itel::itel-p55-a-medium,Smartphones,itel,Itel P55 a medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-P55-a-medium%20(1).webp?updatedAt=1786520905739,HIGH,NO
C01::itel::itel-p65-a-medium,Smartphones,itel,Itel P65 a medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-P65-a-medium%20(1).webp?updatedAt=1786520906347,HIGH,NO
C01::itel::itel-power-80-b-medium,Smartphones,itel,Itel Power 80 b medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-Power-80-b-medium%20(1).webp?updatedAt=1786520903960,HIGH,NO
C01::itel::itel-rs4-b-medium,Smartphones,itel,Itel RS4 b medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-RS4-b-medium%20(1).webp?updatedAt=1786520908985,HIGH,NO
C01::itel::itel-s25-b-medium,Smartphones,itel,Itel S25 b medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-S25-b-medium%20(1).webp?updatedAt=1786520906676,HIGH,NO
C01::itel::itel-s25-ultra-medium,Smartphones,itel,Itel S25 Ultra medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-S25-Ultra-medium%20(1).webp?updatedAt=1786520907144,HIGH,NO
C01::itel::itel-super-26-ultra-a-medium,Smartphones,itel,Itel Super 26 Ultra a medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-Super-26-Ultra-a-medium%20(1).webp?updatedAt=1786520898203,HIGH,NO
C01::itel::itel-super-26-ultra-medium,Smartphones,itel,Itel Super 26 Ultra medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-Super-26-Ultra-medium%20(1).webp?updatedAt=1786520894566,HIGH,NO
C01::itel::itel-zeno-20-max-medium,Smartphones,itel,Itel Zeno 20 Max medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-Zeno-20-Max-medium%20(1).webp?updatedAt=1786520912285,HIGH,NO
C01::itel::itel-zeno-20-medium,Smartphones,itel,Itel Zeno 20 medium,6,https://ik.imagekit.io/0iaahkrcv/itel/Itel-Zeno-20-medium%20(1).webp?updatedAt=1786520913222,HIGH,NO
C01::itel::nothing-original,Smartphones,itel,nothing original,6,https://ik.imagekit.io/0iaahkrcv/itel/nothing-original%20(1).webp?updatedAt=1786520916252,HIGH,NO
C01::itel::philips-original,Smartphones,itel,Philips original,6,https://ik.imagekit.io/0iaahkrcv/itel/Philips-original%20(1).webp?updatedAt=1786520935030,HIGH,NO
C01::itel::zte-original,Smartphones,itel,ZTE original,6,https://ik.imagekit.io/0iaahkrcv/itel/ZTE-original%20(1).webp?updatedAt=1786520936072,HIGH,NO
C01::OPPO::oppo-a18-b-medium,Smartphones,OPPO,Oppo A18 b medium,6,https://ik.imagekit.io/0iaahkrcv/Oppo3/Oppo-A18-b-medium%20(1).webp?updatedAt=1786555858572,HIGH,NO
C01::OPPO::oppok10b-medium,Smartphones,OPPO,oppok10b medium,6,https://ik.imagekit.io/0iaahkrcv/Oppo5/oppok10b-medium%20(1).webp?updatedAt=1786556098704,HIGH,NO
C06::Hisense::hisense-43a4kken-medium,TVs,Hisense,Hisense 43A4KKEN medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Hisense-43A4KKEN-medium%20(1).webp?updatedAt=1786520430345,HIGH,NO
C06::Hisense::hisense-43a6n-tv-medium,TVs,Hisense,Hisense 43A6N TV medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Hisense-43A6N-TV-medium%20(1).webp?updatedAt=1786520430325,HIGH,NO
C06::Hisense::hisense-55a6k-tv-medium,TVs,Hisense,Hisense 55A6K TV medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Hisense-55A6K-TV-medium%20(1).webp?updatedAt=1786520430587,HIGH,NO
C06::LG::lg-32lj520-32-inch-hd-lcd-wv4q5kiep0-medium,TVs,LG,lg 32lj520 32 inch hd lcd WV4q5KIEp0 medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/lg-32lj520-32-inch-hd-lcd-WV4q5KIEp0-medium%20(1).webp?updatedAt=1786520463211,HIGH,NO
C06::LG::lg-32lj570u-32-inch-full-hd-smart-npfu9azfgn-medium,TVs,LG,lg 32lj570u 32 inch full hd smart Npfu9AzFGN medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/lg-32lj570u-32-inch-full-hd-smart-Npfu9AzFGN-medium%20(1).webp?updatedAt=1786520463234,HIGH,NO
C06::LG::lg-43uq7500-tv-medium,TVs,LG,LG 43UQ7500 TV medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/LG-43UQ7500-TV-medium%20(1).webp?updatedAt=1786520464159,HIGH,NO
C06::LG::lg-55nano84-tv-medium,TVs,LG,LG 55Nano84 TV medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/LG-55Nano84-TV-medium%20(1).webp?updatedAt=1786520464224,HIGH,NO
C06::LG::lg-55uq7500-tv-medium,TVs,LG,LG 55UQ7500 TV medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/LG-55UQ7500-TV-medium%20(1).webp?updatedAt=1786520464362,HIGH,NO
C06::LG::lg-65ur78-medium,TVs,LG,LG 65UR78 medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/LG-65UR78-medium%20(1).webp?updatedAt=1786520465109,HIGH,NO
C06::Samsung::samsung-100qn80f-medium,TVs,Samsung,Samsung 100QN80F medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Samsung-100QN80F-medium%20(1).webp?updatedAt=1786520493691,HIGH,NO
C06::Samsung::samsung-32h5000f-medium,TVs,Samsung,Samsung 32H5000F medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Samsung-32H5000F-medium%20(1).webp?updatedAt=1786520493765,HIGH,NO
C06::Samsung::samsung-43du7000-medium,TVs,Samsung,Samsung 43DU7000 medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Samsung-43DU7000-medium%20(1).webp?updatedAt=1786520493774,HIGH,NO
C06::Samsung::samsung-43f6000f-medium,TVs,Samsung,Samsung 43F6000F medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Samsung-43F6000F-medium%20(1).webp?updatedAt=1786520494032,HIGH,NO
C06::Samsung::samsung-49k5100bk-49-inch-full-hd-7raemz9siz-medium,TVs,Samsung,samsung 49k5100bk 49 inch full hd 7RAemz9siZ medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/samsung-49k5100bk-49-inch-full-hd-7RAemz9siZ-medium%20(1).webp?updatedAt=1786520493936,HIGH,NO
C06::Samsung::samsung-49k5300-49-inch-full-hd-smart-zsfdvwhox5-medium,TVs,Samsung,samsung 49k5300 49 inch full hd smart zSFDvWhox5 medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/samsung-49k5300-49-inch-full-hd-smart-zSFDvWhox5-medium%20(1).webp?updatedAt=1786520493812,HIGH,NO
C06::Samsung::samsung-49k6500k-49-inch-curved-full-hd-smart-gg3pwljem6-medium,TVs,Samsung,samsung 49k6500k 49 inch curved full hd smart GG3pwlJEM6 medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/samsung-49k6500k-49-inch-curved-full-hd-smart-GG3pwlJEM6-medium%20(1).webp?updatedAt=1786520493927,HIGH,NO
C06::Samsung::samsung-49ku7350-49-inch-curved-4k-ultra-hd-smart-qw5dwfj6bf-medium,TVs,Samsung,samsung 49ku7350 49 inch curved 4k ultra hd smart Qw5DWFJ6BF medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/samsung-49ku7350-49-inch-curved-4k-ultra-hd-smart-Qw5DWFJ6BF-medium%20(1).webp?updatedAt=1786520502128,HIGH,NO
C06::Samsung::samsung-50cu7000-tv-medium,TVs,Samsung,Samsung 50CU7000 TV medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Samsung-50CU7000-TV-medium%20(1).webp?updatedAt=1786520514818,HIGH,NO
C06::Samsung::samsung-55cu8000-tv-medium,TVs,Samsung,Samsung 55CU8000 TV medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Samsung-55CU8000-TV-medium%20(1).webp?updatedAt=1786520516505,HIGH,NO
C06::Samsung::samsung-55k6000-55-inch-full-hd-smart-l7llwkqgqr-medium,TVs,Samsung,samsung 55k6000 55 inch full hd smart L7llWKQgqr medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/samsung-55k6000-55-inch-full-hd-smart-L7llWKQgqr-medium%20(1).webp?updatedAt=1786520517747,HIGH,NO
C06::Samsung::samsung-55k6500-55-inch-curved-full-hd-smart-frpuusrbdh-medium,TVs,Samsung,samsung 55k6500 55 inch curved full hd smart frpuuSrbdh medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/samsung-55k6500-55-inch-curved-full-hd-smart-frpuuSrbdh-medium%20(1).webp?updatedAt=1786520518274,HIGH,NO
C06::Samsung::samsung-55ku7000-55-inch-4k-ultra-hd-smart-uuyr72rek8-medium,TVs,Samsung,samsung 55ku7000 55 inch 4k ultra hd smart UuYr72rek8 medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/samsung-55ku7000-55-inch-4k-ultra-hd-smart-UuYr72rek8-medium%20(1).webp?updatedAt=1786520517895,HIGH,NO
C06::Samsung::samsung-55ku7350-55-inch-curved-4k-ultra-hd-smart-netewfxmid-medium,TVs,Samsung,samsung 55ku7350 55 inch curved 4k ultra hd smart neTewFxMId medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/samsung-55ku7350-55-inch-curved-4k-ultra-hd-smart-neTewFxMId-medium%20(1).webp?updatedAt=1786520517923,HIGH,NO
C06::Samsung::samsung-55m80h-medium,TVs,Samsung,Samsung 55M80H medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Samsung-55M80H-medium%20(1).webp?updatedAt=1786520517814,HIGH,NO
C06::Samsung::samsung-55mu7350-55-inch-curved-4k-ultra-hd-smart-4t91hrvgq8-medium,TVs,Samsung,samsung 55mu7350 55 inch curved 4k ultra hd smart 4t91HRvgq8 medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/samsung-55mu7350-55-inch-curved-4k-ultra-hd-smart-4t91HRvgq8-medium%20(1).webp?updatedAt=1786520518005,HIGH,NO
C06::Samsung::samsung-55qn85f-medium,TVs,Samsung,Samsung 55QN85F medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Samsung-55QN85F-medium%20(1).webp?updatedAt=1786520518279,HIGH,NO
C06::Samsung::samsung-55s85f-medium,TVs,Samsung,Samsung 55S85F medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Samsung-55S85F-medium%20(1).webp?updatedAt=1786520517986,HIGH,NO
C06::Samsung::samsung-55s90cau-tv-medium,TVs,Samsung,Samsung 55S90CAU TV medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Samsung-55S90CAU-TV-medium%20(1).webp?updatedAt=1786520517881,HIGH,NO
C06::Samsung::samsung-55tu8300-55-inch-curved-4k-smart-pstgz4wdda-medium,TVs,Samsung,samsung 55tu8300 55 inch curved 4k smart PSTGZ4wDDa medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/samsung-55tu8300-55-inch-curved-4k-smart-PSTGZ4wDDa-medium%20(1).webp?updatedAt=1786520517944,HIGH,NO
C06::Samsung::samsung-qa55q60cau-tv-medium,TVs,Samsung,Samsung QA55Q60CAU TV medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Samsung-QA55Q60CAU-TV-medium%20(1).webp?updatedAt=1786520543781,HIGH,NO
C06::Samsung::samsung-qa55q80cau-tv-a-medium,TVs,Samsung,Samsung QA55Q80CAU TV a medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Samsung-QA55Q80CAU-TV-a-medium%20(1).webp?updatedAt=1786520543992,HIGH,NO
C06::Sony::sony-k-75s20m2-bravia-2-ii-medium,TVs,Sony,Sony K 75S20M2 Bravia 2 II medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Sony-K-75S20M2-Bravia-2-II-medium%20(1).webp?updatedAt=1786520569887,HIGH,NO
C06::Sony::sony-k-85s30-tv-b-medium,TVs,Sony,Sony K 85S30 TV b medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Sony-K-85S30-TV-b-medium%20(1).webp?updatedAt=1786520569931,HIGH,NO
C06::Sony::sony-xr-75x90l-tv-medium,TVs,Sony,Sony XR 75X90L TV medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/Sony-XR-75X90L-TV-medium%20(1).webp?updatedAt=1786520570387,HIGH,NO
C06::Xiaomi::xiaomi-mi-tv-4a-32-inch-hd-smart-gkqe8bhinb-medium,TVs,Xiaomi,xiaomi mi tv 4a 32 inch hd smart gkQe8BhINB medium,6,https://ik.imagekit.io/0iaahkrcv/tvs/xiaomi-mi-tv-4a-32-inch-hd-smart-gkQe8BhINB-medium%20(1).webp?updatedAt=1786520589457,HIGH,NO
C08::Anker Soundcore::anker-soundcore-boom-2-medium,Audio,Anker Soundcore,Anker Soundcore Boom 2 medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/Anker-Soundcore-Boom-2-medium%20(2).webp?updatedAt=1786521043883,MEDIUM,NO
C08::Anker Soundcore::anker-soundcore-boom-2-se-medium,Audio,Anker Soundcore,Anker Soundcore Boom 2 SE medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/Anker-Soundcore-Boom-2-SE-medium%20(2).webp?updatedAt=1786521049658,MEDIUM,NO
C08::Anker Soundcore::anker-soundcore-flare-2-medium,Audio,Anker Soundcore,Anker Soundcore Flare 2 medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/Anker-Soundcore-Flare-2-medium%20(2).webp?updatedAt=1786521044067,MEDIUM,NO
C08::Anker Soundcore::anker-soundcore-motion-x600-a-medium,Audio,Anker Soundcore,Anker Soundcore Motion X600 a medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/Anker-Soundcore-Motion-X600-a-medium%20(2).webp?updatedAt=1786521046773,MEDIUM,NO
C08::Bose::bose-soundlink-colour-e-medium,Audio,Bose,Bose Soundlink Colour e medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/Bose-Soundlink-Colour-e-medium%20(2).webp?updatedAt=1786521046700,MEDIUM,NO
C08::Bose::bose-soundlink-flex-b-medium,Audio,Bose,Bose Soundlink Flex b medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/Bose-Soundlink-Flex-b-medium%20(2).webp?updatedAt=1786521048395,MEDIUM,NO
C08::Bose::bose-soundlink-revolve-ii-c-medium,Audio,Bose,Bose Soundlink Revolve II c medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/Bose-Soundlink-Revolve-II-c-medium%20(2).webp?updatedAt=1786521047767,MEDIUM,NO
C08::Harman Kardon::harman-kardon-aura-studio-4-f-medium,Audio,Harman Kardon,Harman Kardon Aura Studio 4 f medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/Harman-Kardon-Aura-Studio-4-f-medium%20(2).webp?updatedAt=1786521049666,MEDIUM,NO
C08::Harman Kardon::harman-kardon-go-2b-play-3-medium,Audio,Harman Kardon,Harman Kardon Go 2B Play 3 medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/Harman-Kardon-Go-_2B-Play-3-medium%20(2).webp?updatedAt=1786521088786,MEDIUM,NO
C08::Harman Kardon::harman-kardon-onyx-studio-9-g-medium,Audio,Harman Kardon,Harman Kardon Onyx Studio 9 g medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/Harman-Kardon-Onyx-Studio-9-g-medium%20(2).webp?updatedAt=1786521087472,MEDIUM,NO
C08::JBL::jbl-charge-6-e-medium,Audio,JBL,JBL Charge 6 e medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/JBL-Charge-6-e-medium%20(2).webp?updatedAt=1786521088761,MEDIUM,NO
C08::JBL::jbl-clip-5-j-medium,Audio,JBL,JBL Clip 5 j medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/JBL-Clip-5-j-medium%20(2).webp?updatedAt=1786521089510,MEDIUM,NO
C08::JBL::jbl-go-4-d-medium,Audio,JBL,JBL GO 4 d medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/JBL-GO-4-d-medium%20(2).webp?updatedAt=1786521090065,MEDIUM,NO
C08::JBL::jbl-partybox-club-120-medium,Audio,JBL,JBL PartyBox Club 120 medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/JBL-PartyBox-Club-120-medium%20(2).webp?updatedAt=1786521091297,MEDIUM,NO
C08::JBL::jbl-partybox-stage-320-medium,Audio,JBL,JBL PartyBox Stage 320 medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/JBL-PartyBox-Stage-320-medium%20(2).webp?updatedAt=1786521091312,MEDIUM,NO
C08::JBL::jbl-pulse-5-c-medium,Audio,JBL,JBL Pulse 5 c medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/JBL-Pulse-5-c-medium%20(2).webp?updatedAt=1786521091285,MEDIUM,NO
C08::JBL::jbl-xtreme-4-j-medium,Audio,JBL,JBL Xtreme 4 j medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/JBL-Xtreme-4-j-medium%20(2).webp?updatedAt=1786521092335,MEDIUM,NO
C08::JBL::jblboombox3h-medium,Audio,JBL,JBLBoombox3h medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/JBLBoombox3h-medium%20(2).webp?updatedAt=1786521094300,MEDIUM,NO
C08::Sony::sonysrs-xp500c-medium,Audio,Sony,SonySRS XP500c medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/SonySRS-XP500c-medium%20(2).webp?updatedAt=1786521122842,MEDIUM,NO
C08::Sony::sonysrs-xp700a-medium,Audio,Sony,SonySRS XP700a medium,5,https://ik.imagekit.io/0iaahkrcv/Bts/SonySRS-XP700a-medium%20(2).webp?updatedAt=1786521123454,MEDIUM,NO
C01::Samsung::samsung-galaxy-s24-ultra-d-medium,Smartphones,Samsung,Samsung Galaxy S24 Ultra d medium,5,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(3)/Samsung-Galaxy-S24-Ultra-d-medium%20(1).webp?updatedAt=1786488896417,MEDIUM,NO
C01::Samsung::samsung-galaxy-z-fold-6-b-medium,Smartphones,Samsung,Samsung Galaxy Z Fold 6 b medium,5,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(5)/Samsung-Galaxy-Z-Fold-6-b-medium%20(1).webp?updatedAt=1786488764737,MEDIUM,NO
C01::OPPO::oppo-a5-4g-a-medium,Smartphones,OPPO,Oppo A5 4G a medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-A5-4G-a-medium%20(1).webp?updatedAt=1786555510218,HIGH,NO
C01::OPPO::oppo-a5-5g-medium,Smartphones,OPPO,Oppo A5 5G medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-A5-5G-medium%20(1).webp?updatedAt=1786555510932,HIGH,NO
C01::OPPO::oppo-a6-4g-medium,Smartphones,OPPO,Oppo A6 4G medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-A6-4G-medium%20(1).webp?updatedAt=1786555511028,HIGH,NO
C01::OPPO::oppo-a6-pro-5g-k-medium,Smartphones,OPPO,oppo a6 pro 5g k medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/oppo-a6-pro-5g-k-medium%20(1).webp?updatedAt=1786555510563,HIGH,NO
C01::OPPO::oppo-f31-medium,Smartphones,OPPO,Oppo F31 medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-F31-medium%20(1).webp?updatedAt=1786555511273,HIGH,NO
C01::OPPO::oppo-f31-pro-medium,Smartphones,OPPO,Oppo F31 Pro medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-F31-Pro-medium%20(1).webp?updatedAt=1786555511011,HIGH,NO
C01::OPPO::oppo-f33-medium,Smartphones,OPPO,Oppo F33 medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-F33-medium%20(1).webp?updatedAt=1786555510769,HIGH,NO
C01::OPPO::oppo-f33-pro-a-medium,Smartphones,OPPO,Oppo F33 Pro a medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-F33-Pro-a-medium%20(1).webp?updatedAt=1786555511077,HIGH,NO
C01::OPPO::oppo-find-n6-medium,Smartphones,OPPO,Oppo Find N6 medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-Find-N6-medium%20(1).webp?updatedAt=1786555511059,HIGH,NO
C01::OPPO::oppo-find-x9-medium,Smartphones,OPPO,Oppo Find X9 medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-Find-X9-medium%20(1).webp?updatedAt=1786555510747,HIGH,NO
C01::OPPO::oppo-find-x9-pro-medium,Smartphones,OPPO,Oppo Find X9 Pro medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-Find-X9-Pro-medium%20(1).webp?updatedAt=1786555510591,HIGH,NO
C01::OPPO::oppo-find-x9s-a-medium,Smartphones,OPPO,Oppo Find X9s a medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-Find-X9s-a-medium%20(1).webp?updatedAt=1786555510503,HIGH,NO
C01::OPPO::oppo-find-x9s-pro-medium,Smartphones,OPPO,Oppo Find X9s Pro medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-Find-X9s-Pro-medium%20(1).webp?updatedAt=1786555511170,HIGH,NO
C01::OPPO::oppo-k15-pro-medium,Smartphones,OPPO,Oppo K15 Pro medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-K15-Pro-medium%20(1).webp?updatedAt=1786555510773,HIGH,NO
C01::OPPO::oppo-reno-15-c-medium,Smartphones,OPPO,Oppo Reno 15 c medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-Reno-15-c-medium%20(1).webp?updatedAt=1786555510806,HIGH,NO
C01::OPPO::oppo-reno-15-pro-a-medium,Smartphones,OPPO,Oppo Reno 15 Pro a medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-Reno-15-Pro-a-medium%20(1).webp?updatedAt=1786555510838,HIGH,NO
C01::OPPO::oppo-reno-15f-a-medium,Smartphones,OPPO,Oppo Reno 15F a medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-Reno-15F-a-medium%20(1).webp?updatedAt=1786555510584,HIGH,NO
C01::OPPO::oppo-reno-16f-a-medium,Smartphones,OPPO,Oppo Reno 16F a medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-Reno-16F-a-medium%20(1).webp?updatedAt=1786555510984,HIGH,NO
C01::OPPO::oppo-reno15-fs-medium,Smartphones,OPPO,Oppo Reno15 FS medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo/Oppo-Reno15-FS-medium%20(1).webp?updatedAt=1786555510659,HIGH,NO
C01::OPPO::oppo-a38-medium,Smartphones,OPPO,Oppo A38 medium,5,https://ik.imagekit.io/0iaahkrcv/Oppo3/Oppo-A38-medium%20(1).webp?updatedAt=1786555858182,HIGH,NO
NO-CAT::Samsung::galaxym145gb-medium,,Samsung,galaxym145gb medium,4,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(5)/galaxym145gb-medium.webp?updatedAt=1786488761280,LOW,YES
