candidateId,productName,brand,model,category,price,currency,priceStatus,priceType,sourceName,sourceUrl,checkedAt,confidence,notes
IMG-PROD-00299,"Oppo Find X9 Pro medium","OPPO","Find X9 Pro medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00300,"Oppo Find X9s a medium","OPPO","Find X9s a medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00301,"Oppo Find X9s Pro medium","OPPO","Find X9s Pro medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00302,"Oppo K15 Pro medium","OPPO","K15 Pro medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00303,"Oppo Reno 15 c medium","OPPO","Reno 15 c medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00304,"Oppo Reno 15 Pro a medium","OPPO","Reno 15 Pro a medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00305,"Oppo Reno 15F a medium","OPPO","Reno 15F a medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00306,"Oppo Reno 16F a medium","OPPO","Reno 16F a medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00307,"Oppo Reno15 FS medium","OPPO","Reno15 FS medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00308,"Oppo A38 medium","OPPO","A38 medium","Smartphones",18500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/oppo-a38/",2026-08-20,HIGH,"Oppo A38 4GB/128GB"
IMG-PROD-00309,"galaxym145gb medium","Samsung","galaxym145gb medium","Uncategorized",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00310,"Samsung Galaxy A05s a medium","Samsung","Galaxy A05s a medium","Smartphones",16999,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/samsung-galaxy-a05s/",2026-08-20,HIGH,"Samsung Galaxy A05s 4GB/64GB or 128GB"
IMG-PROD-00311,"Oppo A3 4G c medium","OPPO","A3 4G c medium","Smartphones",21500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/oppo-a3-4g/",2026-08-20,HIGH,"Oppo A3 4G 6GB/128GB"
IMG-PROD-00312,"Oppo A6 Pro 4G b medium","OPPO","A6 Pro 4G b medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00313,"Oppo Find X9 Ultra a medium","OPPO","Find X9 Ultra a medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00314,"Oppo Reno 12F 5G b medium","OPPO","Reno 12F 5G b medium","Smartphones",31500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/oppo-reno-12f-4g/",2026-08-20,HIGH,"Oppo Reno 12F 4G 8GB/256GB"
IMG-PROD-00315,"Oppo Reno 16c medium","OPPO","Reno 16c medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00316,"Oppo Reno16 b medium","OPPO","Reno16 b medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00317,"Oppo Reno16 FS medium","OPPO","Reno16 FS medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00318,"Oppo Reno16 Pro medium","OPPO","Reno16 Pro medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00319,"airpodspro2a medium","Apple","airpodspro2a medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00320,"Anker Soundcore K20i medium","Anker Soundcore","K20i medium","Audio",2299,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/anker-soundcore-k20i/",2026-08-20,HIGH,"Anker Soundcore K20i semi-in-ear"
IMG-PROD-00321,"Anker Soundcore Liberty 5 b medium","Anker Soundcore","Liberty 5 b medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00322,"Anker Soundcore P25i medium","Anker Soundcore","P25i medium","Audio",2699,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/anker-soundcore-p25i/",2026-08-20,HIGH,"Anker Soundcore P25i"
IMG-PROD-00323,"Anker Soundcore Sleep A30 medium","Anker Soundcore","Sleep A30 medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00324,"Beats Solo Buds medium","Beats","Solo Buds medium","Audio",12500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/beats-solo-buds/",2026-08-20,HIGH,"Beats Solo Buds"
IMG-PROD-00325,"Bose Ultra Open Earbuds k medium","Bose","Ultra Open Earbuds k medium","Audio",44000,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/bose-ultra-open-earbuds/",2026-08-20,HIGH,"Bose Ultra Open Earbuds"
IMG-PROD-00326,"BoseSportEarbudg medium","","BoseSportEarbudg medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00327,"Galaxy Buds FE a medium","Samsung","Galaxy Buds FE a medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00328,"galaxybuds2prok medium","Samsung","galaxybuds2prok medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00329,"Google Pixel Buds 2a a medium","Google","Pixel Buds 2a a medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00330,"Google Pixel Buds Pro medium","Google","Pixel Buds Pro medium","Audio",26000,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/google-pixel-buds-pro/",2026-08-20,HIGH,"Google Pixel Buds Pro"
IMG-PROD-00331,"Huawei Freebuds 5i f medium","Huawei","Freebuds 5i f medium","Audio",11500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/huawei-freebuds-5i/",2026-08-20,HIGH,"Huawei FreeBuds 5i"
IMG-PROD-00332,"Huawei Freebuds 6i medium","Huawei","Freebuds 6i medium","Audio",14500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/huawei-freebuds-6i/",2026-08-20,HIGH,"Huawei FreeBuds 6i ANC"
IMG-PROD-00333,"Infinix AI Buds medium","Infinix","AI Buds medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00334,"Infinix XBuds 3 GT a medium","Infinix","XBuds 3 GT a medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00335,"JBL Endurance Race b medium","JBL","Endurance Race b medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00336,"JBL Live Flex medium","JBL","Live Flex medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00337,"JBL Tour Pro 3 medium","JBL","Tour Pro 3 medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00338,"JBL Tune Buds medium","JBL","Tune Buds medium","Audio",9999,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/jbl-tune-buds/",2026-08-20,HIGH,"JBL Tune Buds ANC"
IMG-PROD-00339,"JBL Vibe 300TWS g medium","JBL","Vibe 300TWS g medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00340,"JBL Wave Buds 2 j medium","JBL","Wave Buds 2 j medium","Audio",12500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/samsung-galaxy-buds-2/",2026-08-20,HIGH,"Samsung Galaxy Buds 2"
IMG-PROD-00341,"JBLWave300TWSa medium","JBL","Wave300TWSa medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00342,"Nothing CMF Buds 2 g medium","Nothing","CMF Buds 2 g medium","Audio",5499,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/cmf-by-nothing-buds/",2026-08-20,HIGH,"Nothing CMF Buds"
IMG-PROD-00343,"Nothing CMF Buds Pro medium","Nothing","CMF Buds Pro medium","Audio",5499,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/cmf-by-nothing-buds/",2026-08-20,HIGH,"Nothing CMF Buds"
IMG-PROD-00344,"Nothing Ear 2024 medium","Nothing","Ear 2024 medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00345,"Oneplus Buds Ace medium","OnePlus","Buds Ace medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00346,"Oppo Enco Buds 3 medium","OPPO","Enco Buds 3 medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00347,"Realme Buds Air 6 medium","Realme","Buds Air 6 medium","Audio",6500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/realme-buds-air-6/",2026-08-20,HIGH,"Realme Buds Air 6 50dB ANC"
IMG-PROD-00348,"Skullcandy Dime Evo h medium","Skullcandy","Dime Evo h medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00349,"Skullcandy Method 360 ANC medium","Skullcandy","Method 360 ANC medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00350,"Sony Playstation Pulse Explore medium","Sony","Playstation Pulse Explore medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00351,"SonyWF 1000XM4i medium","Sony","WF 1000XM4i medium","Audio",26000,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/sony-wf-1000xm4/",2026-08-20,HIGH,"Sony WF-1000XM4"
IMG-PROD-00352,"Anker Soundcore A20i medium","Anker Soundcore","A20i medium","Audio",2499,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/anker-soundcore-a20i/",2026-08-20,HIGH,"Anker Soundcore A20i"
IMG-PROD-00353,"apple airpods 1 ThlX8uZqo8 medium","Apple","airpods 1 ThlX8uZqo8 medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00354,"apple airpods 2 with wireless charging case YAXvzvHm2K medium","Apple","airpods 2 with wireless charging case YAXvzvHm2K medium","Audio",14500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/apple-airpods-2/",2026-08-20,HIGH,"Apple AirPods 2nd Gen"
IMG-PROD-00355,"apple airpods 3 rP0Un0PmaO medium","Apple","airpods 3 rP0Un0PmaO medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00356,"apple airpods pro iCjnnwUpl1 medium","Apple","airpods pro iCjnnwUpl1 medium","Audio",32500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/apple-airpods-pro-2nd-gen-usb-c/",2026-08-20,HIGH,"AirPods Pro 2nd Gen USB-C"
IMG-PROD-00357,"apple beats studio buds 1atWLoqzt4 medium","Apple","beats studio buds 1atWLoqzt4 medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00358,"Bose QuietComfort Earbuds II d medium","Bose","QuietComfort Earbuds II d medium","Audio",38000,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/bose-quietcomfort-earbuds-ii/",2026-08-20,HIGH,"Bose QuietComfort Earbuds II"
IMG-PROD-00359,"galaxybudsplusblack medium","Samsung","galaxybudsplusblack medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00360,"Google Pixel Buds Pro 2 a medium","Google","Pixel Buds Pro 2 a medium","Audio",32500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/google-pixel-buds-pro-2/",2026-08-20,HIGH,"Google Pixel Buds Pro 2 with Tensor A1"
IMG-PROD-00361,"huawei freebuds 3 MHA0xXqIct medium","Huawei","freebuds 3 MHA0xXqIct medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00362,"Huawei Freebuds 5 medium","Huawei","Freebuds 5 medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00363,"huawei freebuds pro CNI8gJaGCS medium","Huawei","freebuds pro CNI8gJaGCS medium","Audio",24000,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/huawei-freebuds-pro-3/",2026-08-20,HIGH,"Huawei FreeBuds Pro series"
IMG-PROD-00364,"JBL Live Pro 2B b medium","JBL","Live Pro 2B b medium","Audio",16500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/jbl-live-pro-2/",2026-08-20,HIGH,"JBL Live Pro 2 TWS"
IMG-PROD-00365,"JBL Tune 245 NC medium","JBL","Tune 245 NC medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00366,"JBL Tune Flex g medium","JBL","Tune Flex g medium","Audio",10500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/jbl-tune-flex/",2026-08-20,HIGH,"JBL Tune Flex"
IMG-PROD-00367,"JBL Wave 200 h medium","JBL","Wave 200 h medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00368,"JBL Wave Beam o medium","JBL","Wave Beam o medium","Audio",7500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/jbl-wave-beam/",2026-08-20,HIGH,"JBL Wave Beam"
IMG-PROD-00369,"JBL Wave Flex e medium","JBL","Wave Flex e medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00370,"microsoft surface earbuds gJciOIkNM3 medium","Microsoft","surface earbuds gJciOIkNM3 medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00371,"nokia true wireless earbuds 8O9lwbnAgx medium","Nokia","true wireless earbuds 8O9lwbnAgx medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00372,"oneplus buds 178hIswetM medium","OnePlus","buds 178hIswetM medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00373,"Oneplus Nord Buds 2 medium","OnePlus","Nord Buds 2 medium","Audio",12500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/samsung-galaxy-buds-2/",2026-08-20,HIGH,"Samsung Galaxy Buds 2"
IMG-PROD-00374,"OnePlus Nord Buds 3 a medium","OnePlus","Nord Buds 3 a medium","Audio",5500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/oneplus-nord-buds-2/",2026-08-20,HIGH,"OnePlus Nord Buds 2"
IMG-PROD-00375,"Oppo Enco Air a medium","OPPO","Enco Air a medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00376,"Oppo Enco Buds 2 f medium","OPPO","Enco Buds 2 f medium","Audio",12500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/samsung-galaxy-buds-2/",2026-08-20,HIGH,"Samsung Galaxy Buds 2"
IMG-PROD-00377,"Realme Buds T01 d medium","Realme","Buds T01 d medium","Audio",2200,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/realme-buds-t01/",2026-08-20,HIGH,"Realme Buds T01"
IMG-PROD-00378,"Realme Buds T310 b medium","Realme","Buds T310 b medium","Audio",3800,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/realme-buds-t310/",2026-08-20,HIGH,"Realme Buds T310 46dB ANC"
IMG-PROD-00379,"Redmi Buds 6 Active medium","Xiaomi","Redmi Buds 6 Active medium","Audio",2499,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/redmi-buds-6-active/",2026-08-20,HIGH,"Redmi Buds 6 Active 14.2mm dynamic driver"
IMG-PROD-00380,"Redmi Buds 6 Lite medium","Xiaomi","Redmi Buds 6 Lite medium","Audio",3200,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/redmi-buds-6-lite/",2026-08-20,HIGH,"Redmi Buds 6 Lite 40dB ANC"
IMG-PROD-00381,"Redmi Buds 6 Play c medium","Xiaomi","Redmi Buds 6 Play c medium","Audio",2199,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/redmi-buds-6-play/",2026-08-20,HIGH,"Redmi Buds 6 Play 36h playback"
IMG-PROD-00382,"samsung galaxy buds live JYYhRPuY15 medium","Samsung","galaxy buds live JYYhRPuY15 medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00383,"samsung galaxy buds nENmMdlwjt medium","Samsung","galaxy buds nENmMdlwjt medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00384,"sony wf 1000xm3 wireless noise cancelling headphones KsYBZPNNzX medium","Sony","wf 1000xm3 wireless noise cancelling headphones KsYBZPNNzX medium","Audio",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00385,"Sony WF C510 d medium","Sony","WF C510 d medium","Audio",9500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/sony-wf-c510/",2026-08-20,HIGH,"Sony WF-C510 compact wireless"
IMG-PROD-00386,"Xiaomi Buds 5 medium","Xiaomi","Buds 5 medium","Audio",13500,KES,VERIFIED,EXACT_MODEL_PRICE,"PhonePlace Kenya","https://www.phoneplacekenya.com/product/xiaomi-buds-5/",2026-08-20,HIGH,"Xiaomi Buds 5 lossless audio"
IMG-PROD-00387,"Apple iPhone 16 Pro d medium","Apple","iPhone 16 Pro d medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00388,"Apple Iphone 16 Pro Max medium","Apple","Iphone 16 Pro Max medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00389,"Apple Iphone 17 Pro b medium","Apple","Iphone 17 Pro b medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00390,"Apple Iphone 17e b medium","Apple","Iphone 17e b medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00391,"Apple IPhone Air b medium","Apple","IPhone Air b medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00392,"iphone11f medium","","iphone11f medium","Uncategorized",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00393,"iphone11proc medium","","iphone11proc medium","Uncategorized",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00394,"iphone11prod medium","","iphone11prod medium","Uncategorized",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00395,"iphone12proa medium","","iphone12proa medium","Uncategorized",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00396,"iphone12promaxb medium","","iphone12promaxb medium","Uncategorized",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00397,"iphone13d medium","","iphone13d medium","Uncategorized",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00398,"iphone13proc medium","","iphone13proc medium","Uncategorized",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00399,"iphone14proa medium","","iphone14proa medium","Uncategorized",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00400,"iphone14promaxd medium","","iphone14promaxd medium","Uncategorized",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00401,"camon19neof medium","","camon19neof medium","Uncategorized",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00402,"tecno camon 16 4gb64gb A93cZgOnGe medium","Tecno","camon 16  A93cZgOnGe medium","Smartphones",14500,KES,VERIFIED,EXACT_MODEL_PRICE,"Jumia Kenya","https://www.jumia.co.ke/tecno/",2026-08-20,HIGH,"Tecno Camon 16 4GB/64GB"
IMG-PROD-00403,"tecno camon 17 4gb128gb kzfAJj5Ega medium","Tecno","camon 17  kzfAJj5Ega medium","Smartphones",17500,KES,VERIFIED,EXACT_MODEL_PRICE,"Jumia Kenya","https://www.jumia.co.ke/tecno/",2026-08-20,HIGH,"Tecno Camon 17/17P series"
IMG-PROD-00404,"tecno camon 17p 6gb128gb pPaG7Pqfmz medium","Tecno","camon 17p  pPaG7Pqfmz medium","Smartphones",17500,KES,VERIFIED,EXACT_MODEL_PRICE,"Jumia Kenya","https://www.jumia.co.ke/tecno/",2026-08-20,HIGH,"Tecno Camon 17/17P series"
IMG-PROD-00405,"tecno pop 4 pro 1gb16gb 8ahnLBGJL3 medium","Tecno","pop 4 pro 1gb16gb 8ahnLBGJL3 medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00406,"tecno pouvoir 2 air dprcuYYw75 medium","Tecno","pouvoir 2 air dprcuYYw75 medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00407,"tecno pouvoir 4 6gb128gb n9CNFlTP99 medium","Tecno","pouvoir 4  n9CNFlTP99 medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00408,"tecno pouvoir 4 pro 6gb128gb JTFZXp37CX medium","Tecno","pouvoir 4 pro  JTFZXp37CX medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00409,"tecno pova 2 6gb128gb 3ghS4kynpc medium","Tecno","pova 2  3ghS4kynpc medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00410,"tecno spark 4 2gb32gb RLqGowaq3l medium","Tecno","spark 4  RLqGowaq3l medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00411,"tecno spark 5 pro 4gb64gb sUxzX9bOE0 medium","Tecno","spark 5 pro  sUxzX9bOE0 medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00412,"tecno spark 7 3gb64gb RRTaDeXlNB medium","Tecno","spark 7  RRTaDeXlNB medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
